"3C9509","Liteon Technology Corporation",,
"70C94E","Liteon Technology Corporation",,
"9822EF","Liteon Technology Corporation",,
"ACE010","Liteon Technology Corporation",,
"74DE2B","Liteon Technology Corporation",,
"00225F","Liteon Technology Corporation",,
"5C93A2","Liteon Technology Corporation",,
"24FD52","Liteon Technology Corporation",,
"2CD05A","Liteon Technology Corporation",,
"74E543","Liteon Technology Corporation",,
"744CA1","Liteon Technology Corporation",,
"E00AF6","Liteon Technology Corporation",,
"9C2F9D","Liteon Technology Corporation",,
"E8D0FC","Liteon Technology Corporation",,
"00F48D","Liteon Technology Corporation",,
"505BC2","Liteon Technology Corporation",,
"3CA067","Liteon Technology Corporation",,
"74DFBF","Liteon Technology Corporation",,
"E8C74F","Liteon Technology Corporation",,
"D05349","Liteon Technology Corporation",,
"D0DF9A","Liteon Technology Corporation",,
"1C659D","Liteon Technology Corporation",,
"3010B3","Liteon Technology Corporation",,
"701A04","Liteon Technology Corporation",,
"48D224","Liteon Technology Corporation",,
"20689D","Liteon Technology Corporation",,
"B88687","Liteon Technology Corporation",,
"803049","Liteon Technology Corporation",,
"D8F3BC","Liteon Technology Corporation",,
"145AFC","Liteon Technology Corporation",,
"3C9180","Liteon Technology Corporation",,
"C8FF28","Liteon Technology Corporation",,
"2016D8","Liteon Technology Corporation",,
"E8617E","Liteon Technology Corporation",,
"18CF5E","Liteon Technology Corporation",,
"F46ADD","Liteon Technology Corporation",,
"1063C8","Liteon Technology Corporation",,
"F82819","Liteon Technology Corporation",,
"ACB57D","Liteon Technology Corporation",,
"5800E3","Liteon Technology Corporation",,
"94E979","Liteon Technology Corporation",,
"CCB0DA","Liteon Technology Corporation",,
"548CA0","Liteon Technology Corporation",,
"28E347","Liteon Technology Corporation",,
"446D57","Liteon Technology Corporation",,
"9CB70D","Liteon Technology Corporation",,
"68A3C4","Liteon Technology Corporation",,
"70F1A1","Liteon Technology Corporation",,
"B00594","Liteon Technology Corporation",,
"E4AAEA","Liteon Technology Corporation",,
"940853","Liteon Technology Corporation",,
"245BF0","Liteon, Inc.",,
"001492","Liteon, Mobile Media Solution SBU",,
"00131C","LiteTouch, Inc.",,
"0015FC","Littelfuse Startco",,
"080031","LITTLE MACHINES INC.",,
"D02C45","littleBits Electronics, Inc.",,
"0008E6","Littlefeet",,
"0001E9","Litton Marine Systems B.V.",,
"008061","LITTON SYSTEMS, INC.",,
"006044","LITTON/POLY-SCIENTIFIC",,
"5045F7","Liuhe Intelligence Technology Ltd.",,
"10CC1B","Liverock technologies,INC",,
"DC6F00","Livescribe, Inc.",,
"701135","Livesecu co., Ltd",,
"0021CD","LiveTV",,
"78510C","LiveU Ltd.",,
"00C005","LIVINGSTON ENTERPRISES, INC.",,
"001662","Liyuh Technology Ltd.",,
"54ACFC","LIZN ApS",,
"9C47F9","LJU Automatisierungstechnik GmbH",,
"B4E54C","LLC ""Elektra""",,
"C0B3C8","LLC ""NTC Rotek""",,
"E85AA7","LLC Emzior",,
"F4E578","LLC Proizvodstvennaya Kompania ""TransService""",,
"58F85C","LLC Proizvodstvennaya Kompania ""TransService""",,
"34C9F0","LM Technologies Ltd",,
"882012","LMI Technologies",,
"000445","LMS Skalar Instruments GmbH",,
"001A7E","LN Srithai Comm Ltd.",,
"002310","LNC Technology Co., Ltd.",,
"1045F8","LNT-Automation GmbH",,
"000B70","Load Technology, Inc.",,
"001782","LoBenn Inc.",,
"000FE8","Lobos, Inc.",,
"0040D6","LOCAMATION B.V.",,
"004057","LOCKHEED - SANDERS",,
"0007EF","Lockheed Martin Tactical Systems",,
"9C558F","Lockin Technology(Beijing) Co.,Ltd.",,
"C8F946","LOCOSYS Technology Inc.",,
"00B086","LocSoft Limited",,
"00009D","LOCUS COMPUTING CORPORATION",,
"000587","Locus, Incorporated",,
"001F79","Lodam Electronics A/S",,
"000860","LodgeNet Entertainment Corp.",,
"E0AEED","LOENK",,
"000982","Loewe Opta GmbH",,
"145A83","Logi-D inc",,
"00D04E","LOGIBAG",,
"000EC3","Logic Controls, Inc.",,
"004023","LOGIC CORPORATION",,
"000292","Logic Innovations, Inc.",,
"002678","Logic Instrument SA",,
"0000AB","LOGIC MODELING CORPORATION",,
"0008EE","Logic Product Development",,
"006086","LOGIC REPLACEMENT TECH. LTD.",,
"026086","LOGIC REPLACEMENT TECH. LTD.",,
"B8A8AF","Logic S.p.A.",,
"60F3DA","Logic Way GmbH",,
"FC1186","Logic3 plc",,
"000E19","LogicaCMG Pty Ltd",,
"0001A2","Logical Co., Ltd.",,
"0020CE","LOGICAL DESIGN GROUP, INC.",,
"001A43","Logical Link Communications",,
"000C83","Logical Solutions",,
"00203E","LogiCan Technologies, Inc.",,
"DC7834","LOGICOM SA",,
"00004F","LOGICRAFT, INC.",,
"B0D7C5","Logipix Ltd",,
"002238","LOGIPLUS",,
"1C6E4C","Logistic Service & Engineering Co.,Ltd",,
"00E07F","LOGISTISTEM s.r.l.",,
"0007F0","LogiSync LLC",,
"40B3FC","Logital Co. Limited ",,
"00018E","Logitec Corporation",,
"3495DB","Logitec Corporation",,
"38F0C8","Logitech",,
"C8DB26","Logitech",,
"4473D6","Logitech",,
"940230","Logitech",,
"0881B2","Logitech (China) Technology Co., Ltd",,
"001F20","Logitech Europe SA",,
"F47335","Logitech Far East",,
"34885D","Logitech Far East",,
"405899","Logitech Far East",,
"109497","Logitech Hong Kong",,
"C0288D","Logitech, Inc",,
"EC8193","Logitech, Inc",,
"88C626","Logitech, Inc",,
"002521","Logitek Electronic Systems, Inc.",,
"002660","Logiways",,
"0023C3","LogMeIn, Inc.",,
"0007D2","Logopak Systeme GmbH & Co. KG",,
"30D357","Logosol, Inc.",,
"0003E7","Logostek Co. Ltd.",,
"00600B","LOGWARE GmbH",,
"0021C8","LOHUIS Networks",,
"002544","LoJack Corporation",,
"5CA3EB","Lokel s.r.o.",,
"64517E","LONG BEN (DONGGUAN) ELECTRONIC TECHNOLOGY CO.,LTD.",,
"0011CA","Long Range Systems, Inc.",,
"0020BC","Long Reach Networks Pty Ltd",,
"00D070","LONG WELL ELECTRONICS CORP.",,
"0023B1","Longcheer Technology (Singapore) Pte Ltd",,
"B8DE5E","LONGCHEER TELECOMMUNICATION LIMITED",,
"8C7716","LONGCHEER TELECOMMUNICATION LIMITED",,
"FC3D93","LONGCHEER TELECOMMUNICATION LIMITED",,
"0C2576","LONGCHEER TELECOMMUNICATION LIMITED",,
"74BADB","Longconn Electornics(shenzhen)Co.,Ltd",,
"0C1C19","LONGCONN ELECTRONICS(SHENZHEN) CO.,LTD",,
"F81D93","Longdhua(Beijing) Controls Technology Co.,Ltd",,
"44ED57","Longicorn, inc.",,
"001D32","Longkay Communication & Technology (Shanghai) Co. Ltd",,
"900372","Longnan Junya Digital Technology Co. Ltd. ",,
"803BF6","LOOK EASY INTERNATIONAL LIMITED",,
"002360","Lookit Technology Co., Ltd",,
"001B6C","LookX Digital Media BV",,
"0050C6","LOOP TELECOMMUNICATION INTERNATIONAL, INC.",,
"001AEF","Loopcomm Technology, Inc.",,
"000F32","Lootom Telcovideo Network (Wuxi) Co Ltd",,
"102D96","Looxcie Inc.",,
"000A39","LoPA Information Technology",,
"0060F8","Loran International Technologies Inc.",,
"001B80","LORD Corporation",,
"DCF858","Lorent Networks, Inc.",,
"001F54","Lorex Technology Inc.",,
"001BA7","Lorica Solutions",,
"FC2E2D","Lorom Industrial Co.LTD.",,
"000FF2","Loud Technologies Inc.",,
"00097A","Louis Design Labs.",,
"7038B4","Low Tech Solutions",,
"000EC2","Lowrance Electronics, Inc.",,
"E887A3","Loxley Public Company Limited",,
"504F94","Loxone Electronics GmbH",,
"000AB0","LOYTEC electronics GmbH",,
"00160C","LPL  DEVELOPMENT S.A. DE C.V",,
"FC07A0","LRE Medical GmbH",,
"0019D6","LS Cable and System Ltd.",,
"000B29","LS(LG) Industrial Systems co.,Ltd",,
"009569","LSD Science and Technology Co.,Ltd.",,
"00805E","LSI LOGIC CORPORATION",,
"000796","LSI Systems, Inc.",,
"00E044","LSICS CORPORATION",,
"542A9C","LSY Defense, LLC.",,
"142FFD","LT SECURITY INC",,
"A42655","LTI Motion (Shanghai) Co., Ltd.",,
"A46CC1","LTi REEnergy GmbH",,
"00E088","LTX-Credence CORPORATION",,
"001F80","Lucas Holding bv",,
"000586","Lucent Technologies",,
"00D077","LUCENT TECHNOLOGIES",,
"00306D","LUCENT TECHNOLOGIES",,
"00601D","LUCENT TECHNOLOGIES",,
"0060D2","LUCENT TECHNOLOGIES TAIWAN TELECOMMUNICATIONS CO., LTD.",,
"001A10","LUCENT TRANS ELECTRONICS CO.,LTD",,
"AC965B","Lucid Motors",,
"1C0FAF","Lucid Vision Labs",,
"0005A4","Lucid Voice Ltd.",,
"00A0EF","LUCIDATA LTD.",,
"001C98","LUCKY TECHNOLOGY (HK) COMPANY LIMITED",,
"00243A","Ludl Electronic Products",,
"EC986C","Lufft Mess- und Regeltechnik GmbH",,
"58CF4B","Lufkin Industries",,
"5CA933","Luma Home",,
"2CC6A0","Lumacron Technology Ltd.",,
"002251","Lumasense Technologies",,
"000BE2","Lumenera Corporation",,
"C88722","Lumenpulse",,
"DCE2AC","Lumens Digital Optics Inc.",,
"CCF841","Lumewave",,
"001E28","Lumexis Corporation",,
"18C23C","Lumi United Technology Co., Ltd",,
"54EF44","Lumi United Technology Co., Ltd",,
"B461FF","Lumigon A/S",,
"84F883","Luminar Technologies",,
"E85D6B","Luminate Wireless",,
"284D92","Luminator",,
"D0699E","LUMINEX Lighting Control Equipment",,
"00234F","Luminous Power Technologies Pvt. Ltd.",,
"0016E8","Lumissil Microsystems",,
"08085C","Luna Products",,
"001579","Lunatone Industrielle Elektronik GmbH",,
"001BF7","Lund IP Products AB",,
"0016DF","Lundinova AB",,
"001F34","Lung Hwa Electronics Co., Ltd.",,
"681295","Lupine Lighting Systems GmbH",,
"000FE7","Lutron Electronics Co., Inc.",,
"0023C4","Lux Lumen",,
"481249","Luxcom Technologies Inc.",,
"00809C","LUXCOM, INC.",,
"0030C9","LuxN, N",,
"985949","LUXOTTICA GROUP S.P.A.",,
"607D09","Luxshare Precision Industry Co., Ltd",,
"E89526","Luxshare Precision Industry CO., LTD.",,
"108286","Luxshare Precision Industry Co.,Ltd",,
"606D3C","Luxshare Precision Industry Company Limited",,
"3C18A0","Luxshare Precision Industry Company Limited",,
"002563","Luxtera Inc",,
"A4134E","Luxul ",,
"C491CF","Luxul ",,
"0002BC","LVL 7 Systems, Inc.",,
"CC9635","LVS Co.,Ltd.",,
"8C57FD","LVX Western",,
"000188","LXCO Technologies ag",,
"0040FD","LXE",,
"0021D6","LXI Consortium",,
"FC6C31","LXinstruments GmbH",,
"000891","Lyan Inc.",,
"000B80","Lycium Networks",,
"001E3C","Lyngbox Media AB",,
"ACAB8D","Lyngso Marine A/S",,
"C89E61","Lyngsoe Systems LTd",,
"00E072","LYNK",,
"00058D","Lynx Photonic Networks, Inc.",,
"0019E5","Lynx Studio Technology, Inc.",,
"0060FE","LYNX SYSTEM DEVELOPERS, INC.",,
"98F058","Lynxspring, Incl.",,
"DCECE3","LYOTECH LABS LLC",,
"8C7EB3","Lytro, Inc.",,
"2C4205","Lytx",,
"50DF95","Lytx",,
"A49F85","Lyve Minds, Inc",,
"0023B3","Lyyn AB",,
"80D433","LzLabs GmbH",,
"000CF0","M & N GmbH",,
"4C32D9","M Rutty Holdings Pty. Ltd.",,
"B8D49D","M Seven System Ltd.",,
"000D6C","M-Audio",,
"F85BC9","M-Cube Spa",,
"00109C","M-SYSTEM CO., LTD.",,
"000751","m-u-t AG",,
"000CD8","M. K. Juchheim GmbH & Co",,
"0002CC","M.C.C.I",,
"00A0A6","M.I. SYSTEMS, K.K.",,
"0070B0","M/A-COM INC. COMPANIES",,
"0270B0","M/A-COM INC. COMPANIES",,
"000C58","M&S Systems",,
"000A98","M+F Gwinner GmbH & Co",,
"001726","m2c Electronic Technology Ltd.",,
"705B2E","M2Communication Inc.",,
"00151D","M2I CORPORATION",,
"20FEDB","M2M Solution S.A.S.",,
"00269D","M2Mnet Co., Ltd.",,
"FC06ED","M2Motive Technology Inc.",,
"00A265","M2Motive Technology Inc.",,
"E44F29","MA Lighting Technology GmbH",,
"000E94","Maas International BV",,
"20F597","Maasiv, LLC",,
"00303A","MAATEL",,
"00D0E8","MAC SYSTEM CO., LTD.",,
"001C4F","MACAB AB",,
"DCA989","MACANDC",,
"00091A","Macat Optics & Electronics Co., Ltd.",,
"000328","Mace Group, Inc.",,
"000EFB","Macey Enterprises",,
"28AC67","Mach Power, Rappresentanze Internazionali s.r.l.",,
"2CC407","machineQ",,
"000C57","MACKIE Engineering Services Belgium BVBA",,
"001878","Mackware GmbH",,
"080042","MACNICA, Inc.",,
"0040B9","MACQ ELECTRONIQUE SA",,
"0060BF","MACRAIGOR SYSTEMS, INC.",,
"4037AD","Macro Image Technology, Inc.",,
"0006BC","Macrolink, Inc.",,
"0030C7","Macromate Corp.",,
"00B342","MacroSAN Technologies Co., Ltd.",,
"000497","MacroSystem Digital Video AG",,
"30FD11","MACROTECH (USA) INC.",,
"0003B4","Macrotek International Corp.",,
"006028","MACROVISION CORPORATION",,
"00D008","MACTELL CORPORATION",,
"00159E","Mad Catz Interactive Inc",,
"0052C8","Made Studio Design Ltd.",,
"0000C1","Madge Ltd.",,
"00006F","Madge Ltd.",,
"0080E9","Madge Ltd.",,
"000281","Madge Ltd.",,
"ACE348","MadgeTech, Inc",,
"882B94","MADOKA SYSTEM Co.,Ltd.",,
"A4AE9A","Maestro Wireless Solutions ltd.",,
"48F925","Maestronic",,
"002478","Mag Tech Electronics Co Limited",,
"0001A1","Mag-Tek, Inc.",,
"001DF4","Magellan Technology Pty Limited",,
"F83553","Magenta Research Ltd.",,
"00051B","Magic Control Technology Corporation",,
"683C7D","Magic Intelligence Technology Limited",,
"604BAA","Magic Leap, Inc.",,
"0026D8","Magic Point Inc.",,
"001628","Magicard Ltd",,
"6C33A9","Magicjack LP",,
"003032","MagicRam, Inc.",,
"0018B5","Magna Carta",,
"0000F1","MAGNA COMPUTER CORPORATION",,
"AC5093","Magna Electronics Europe GmbH & Co. OHG",,
"D8ED1C","Magna Technology SL",,
"001E6F","Magna-Power Electronics, Inc.",,
"28101B","MagnaCom",,
"C06C6D","MagneMotion, Inc.",,
"F0877F","Magnetar Technology Shenzhen Co., LTD.",,
"001409","MAGNETI MARELLI   S.E. S.p.A.",,
"4CD9C4","Magneti Marelli Automotive Electronics (Guangzhou) Co. Ltd",,
"E42AD3","Magneti Marelli S.p.A. Powertrain",,
"0CC0C0","MAGNETI MARELLI SISTEMAS ELECTRONICOS MEXICO",,
"B82410","Magneti Marelli Slovakia s.r.o.",,
"002415","Magnetic Autocontrol GmbH",,
"0004C2","Magnipix, Inc.",,
"0017D8","Magnum Semiconductor, Inc.",,
"000498","Mahi Networks",,
"00D042","MAHLO GMBH & CO. UG",,
"0009D2","Mai Logic Inc.",,
"3077CB","Maike Industry(Shenzhen)CO.,LTD",,
"0001AB","Main Street Networks",,
"00036A","Mainnet, Ltd.",,
"0023BF","Mainpine, Inc.",,
"006079","Mainstream Data, Inc.",,
"00222E","maintech GmbH",,
"CCD81F","Maipu Communication Technology Co.,Ltd.",,
"4CC844","Maipu Communication Technology Co.,Ltd.",,
"C0493D","MAITRISE TECHNOLOGIQUE",,
"3C7059","MakerBot Industries",,
"000404","Makino Milling Machine Co., Ltd.",,
"301A28","Mako Networks Ltd",,
"301A30","Mako Networks Ltd",,
"002582","Maksat Technologies (P) Ltd",,
"0009BA","MAKU Informationstechik GmbH",,
"001581","MAKUS Inc.",,
"000D84","Makus Inc.",,
"00065C","Malachite Technologies, Inc.",,
"0CF019","Malgn Technology Co., Ltd.",,
"0004AD","Malibu Networks",,
"70AD54","Malvern Instruments Ltd",,
"001AA8","Mamiya Digital Imaging Co., Ltd.",,
"0009BE","Mamiya-OP Co.,Ltd.",,
"001B85","MAN Energy Solutions",,
"000F07","Mangrove Systems, Inc.",,
"001F49","Manhattan TV Ltd",,
"00024D","Mannesman Dematic Colby Pty. Ltd.",,
"00B080","Mannesmann Ipulsys B.V.",,
"004081","MANNESMANN SCANGRAPHIC GMBH",,
"00A06D","MANNESMANN TALLY CORPORATION",,
"0001D6","manroland AG",,
"488803","ManTechnology Inc.",,
"000A74","Manticom Networks Inc.",,
"984CD3","Mantis Deposition",,
"000233","Mantra Communications, Inc.",,
"000B37","MANUFACTURE DES MONTRES ROLEX SA",,
"0025AD","Manufacturing Resources International",,
"DC3C2E","Manufacturing System Insights, Inc.",,
"0011A2","Manufacturing Technology Inc",,
"04CF25","MANYCOLORS, INC.",,
"CC187B","Manzanita Systems, Inc.",,
"0050AC","MAPLE COMPUTER CORPORATION",,
"00404B","MAPLE COMPUTER SYSTEMS",,
"000A2E","MAPLE NETWORKS CO., LTD",,
"0006D8","Maple Optical Systems",,
"000449","Mapletree Networks",,
"00239D","Mapower Electronics Co., Ltd",,
"EC9365","Mapper.ai, Inc.",,
"002508","Maquet Cardiopulmonary AG",,
"0064A6","Maquet CardioVascular",,
"002541","Maquet Critical Care AB",,
"349B5B","Maquet GmbH",,
"0017C7","MARA Systems Consulting AB",,
"000BA7","Maranti Networks",,
"00C0AD","MARBEN COMMUNICATION SYSTEMS",,
"0010BE","MARCH NETWORKS CORPORATION",,
"001281","March Networks S.p.A.",,
"C8AF40","marco Systemanalyse und Entwicklung GmbH",,
"00A0FA","Marconi Communication GmbH",,
"002048","Marconi Communications",,
"009045","Marconi Communications",,
"00A078","Marconi Communications",,
"00B048","Marconi Communications Inc.",,
"000096","MARCONI ELECTRONICS LTD.",,
"000032","Marconi plc",,
"00A0AD","MARCONI SPA",,
"00E0EE","MAREL HF",,
"605699","Marelli Morocco LLC SARL",,
"000178","MARGI Systems, Inc.",,
"001DE7","Marine Sonic Technology, Ltd.",,
"005039","MARINER NETWORKS",,
"98F8DB","Marini Impianti Industriali s.r.l.",,
"0001F2","Mark of the Unicorn, Inc.",,
"000A55","MARKEM Corporation",,
"00909B","MARKEM-IMAJE",,
"000657","Market Central, Inc.",,
"48B253","Marketaxess Corporation",,
"0CB459","Marketech International Corp.",,
"98BFF4","MARKIN co., Ltd.",,
"6C3838","Marking System Technology Co., Ltd.",,
"EC363F","Markov Corporation",,
"00009E","MARLI S.A.",,
"0040E1","MARNER INTERNATIONAL, INC.",,
"C0A1A2","MarqMetrix",,
"F4A17F","Marquardt Electronics Technology (Shanghai) Co.Ltd",,
"0000A1","MARQUETTE ELECTRIC CO.",,
"00A05B","MARQUIP, INC.",,
"1CE165","Marshal Corporation",,
"0023A8","Marshall Electronics",,
"0021DF","Martin Christ GmbH",,
"0040EB","MARTIN MARIETTA CORPORATION",,
"000343","Martin Professional A/S",,
"0010BA","MARTINHO-DAVIS SYSTEMS, INC.",,
"001F68","Martinsson Elektronik AB",,
"001DEC","Marusys",,
"005043","MARVELL SEMICONDUCTOR, INC.",,
"F4C7AA","Marvell Semiconductors",,
"00CD90","MAS Elektronik AG",,
"000887","Maschinenfabrik Reinhausen GmbH",,
"0002EC","Maschoff Design Engineering",,
"0809B6","Masimo Corp",,
"E0C2B7","Masimo Corporation",,
"C88BE8","Masimo Corporation",,
"8809AF","Masimo Corporation",,
"C816A5","Masimo Corporation",,
"504A5E","Masimo Corporation",,
"B810D4","Masimo Corporation",,
"0050C9","MASPRO DENKOH CORP.",,
"0007EA","Massana, Inc.",,
"08006E","MASSCOMP",,
"00095E","Masstech Group Inc.",,
"001EDF","Master Industrialization Center Kista",,
"002132","Masterclock, Inc.",,
"748F1B","MasterImage 3D",,
"0023F4","Masternaut",,
"A42C08","Masterwork Automodules",,
"0006E0","MAT Co., Ltd.",,
"000E6E","MAT S.A. (Mircrelec Advanced Technology)",,
"0009BB","MathStar, Inc.",,
"001634","Mathtech, Inc.",,
"A0E617","MATIS",,
"001159","MATISSE NETWORKS INC",,
"080071","MATRA (DSIE)",,
"000D03","Matrics, Inc.",,
"00000B","MATRIX CORPORATION",,
"001A57","Matrix Design Group, LLC",,
"001A00","MATRIX INC.",,
"0013D9","Matrix Product Development, Inc.",,
"001B09","Matrix Telecom Pvt. Ltd.",,
"000C8D","MATRIX VISION GmbH",,
"0020FC","MATROX",,
"F45F69","Matsufu Electronics distribution Company",,
"B4346C","MATSUNICHI DIGITAL TECHNOLOGY (HONG KONG) LIMITED",,
"000D2E","Matsushita Avionics Systems Corporation",,
"0000EB","MATSUSHITA COMM. IND. CO. LTD.",,
"008045","MATSUSHITA ELECTRIC IND. CO",,
"000B97","Matsushita Electric Industrial Co.,Ltd.",,
"001343","Matsushita Electronic Components (Europe) GmbH",,
"00101E","MATSUSHITA ELECTRONIC INSTRUMENTS CORP.",,
"001D9F","MATT   R.P.Traczynscy Sp.J.",,
"0022AE","Mattel Inc.",,
"002178","Matuschek Messtechnik GmbH",,
"0004AB","Mavenir Inc.",,
"001D33","Maverick Systems Inc.",,
"0009DD","Mavin Technology Inc.",,
"0003A3","MAVIX, Ltd.",,
"144C1A","Max Communication GmbH",,
"88948E","Max Weishaupt GmbH",,
"54D163","MAX-TECH,INC",,
"E89E0C","MAX8USA DISTRIBUTORS INC.",,
"00061E","Maxan Systems",,
"001110","Maxanna Technology Co., Ltd.",,
"000F87","Maxcess International",,
"B8CDA7","Maxeler Technologies Ltd.",,
"0019D8","MAXFOR",,
"001E0E","MAXI VIEW HOLDINGS LIMITED",,
"002391","Maxian",,
"F0BCC8","MaxID (Pty) Ltd",,
"001880","Maxim Integrated Products",,
"40FE0D","MAXIO",,
"78BB88","Maxio Technology (Hangzhou) Ltd.",,
"00139D","MaxLinear Hispania S.L.U.",,
"0C4EC0","Maxlinear Inc",,
"F04CD5","Maxlinear, Inc",,
"0050F1","Maxlinear, Inc",,
"AC9A96","Maxlinear, Inc",,
"000AA5","MAXLINK INDUSTRIES LIMITED",,
"C40142","MaxMedia Technology Limited",,
"0080AA","MAXPEED",,
"4CB21C","Maxphotonics Co.,Ltd",,
"0013A2","MaxStream, Inc",,
"004077","MAXTON TECHNOLOGY CORPORATION",,
"0010B9","MAXTOR CORP.",,
"D8270C","MaxTronic International Co., Ltd.",,
"002712","MaxVision LLC",,
"10DDF4","Maxway Electronics CO.,LTD",,
"74F413","Maxwell Forest",,
"0006EF","Maxxan Systems, Inc.",,
"0025B1","Maya-Creation Corporation",,
"005033","MAYAN NETWORKS",,
"00090C","Mayekawa Mfg. Co. Ltd.",,
"001C72","Mayer & Cie GmbH & Co KG",,
"742857","Mayfield Robotics",,
"AC74C4","Maytronics Ltd.",,
"00132C","MAZ Brandenburg GmbH",,
"00197A","MAZeT GmbH",,
"000C6A","MBARI",,
"0025B2","MBDA Deutschland GmbH",,
"000662","MBM Technology Ltd.",,
"001CE5","MBS Electronic Systems GmbH",,
"001F25","MBS GmbH",,
"000FE6","MBTech Systems, Inc.",,
"D40057","MC Technologies GmbH",,
"000EA2","McAfee, Inc",,
"1010B6","McCain Inc",,
"3429EA","MCD ELECTRONICS SP. Z O.O.",,
"0020E3","MCD KENCOM CORPORATION",,
"0000B9","MCDONNELL DOUGLAS COMPUTER SYS",,
"000EE0","Mcharge",,
"C49FF3","Mciao Technologies, Inc.",,
"004056","MCM JAPAN LTD.",,
"0009B3","MCM Systems Ltd",,
"008076","MCNC",,
"EC3C88","MCNEX Co.,Ltd.",,
"00E02F","MCNS HOLDINGS, L.P.",,
"A4561B","MCOT Corporation",,
"F8E44E","MCOT INC.",,
"FC29F3","McPay Co.,LTD.",,
"00D0DB","MCQUAY INTERNATIONAL",,
"001F47","MCS Logic Inc.",,
"541589","MCS Logic Inc.",,
"08EF3B","MCS Logic Inc.",,
"C43018","MCS Logic Inc.",,
"98A7B0","MCST ZAO",,
"1C86AD","MCT CO., LTD.",,
"0014B2","mCubelogics Corporation",,
